Name,Team,IP,Loc+ FA,Loc+ SI,Loc+ FC,Loc+ FS,Loc+ SL,Loc+ CU,Loc+ CH,Loc+ KC,Loc+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Jonathan Loáisiga","NYY",21.2,86.628,105.2978640776699,,,,84.13581395348838,106.33151515151515,,,131.34336338300534,101.41110738255034,131.45187464452283,"Jonathan Loaisiga",19753,642528
"Jacob deGrom","TEX",41,104.33904458598725,,,,109.72558494566658,113.62142857142858,116.9904,,,121.43038738794552,107.69736165131931,129.64128451090272,"Jacob deGrom",10954,594798
"Emmanuel Clase","CLE",147,127.6329411764706,158.09,97.79586070959267,,100.36326690676269,,,,,130.9097470784671,99.13778521406323,128.70218553761268,"Emmanuel Clase",21032,661403
"Félix Bautista","BAL",61,97.18306122448979,,,93.14467213114756,70.85957446808511,,,,,126.45608883405302,95.99822331893888,127.0637014188773,"Felix Bautista",20666,642585
"Griffin Jax","MIN",136.1,118.94660649819497,109.40304824425588,109.21600000000002,,113.90003929931932,113.25636363636362,118.80575645756458,,,111.09653153378129,115.34717354012815,125.5586499918527,"Griffin Jax",20253,643377
"Brusdar Graterol","LAD",74.2,105.84713781631214,110.97103139013453,97.22365371971266,,106.65147681451614,,,,,121.4403389291165,106.14283936747091,124.23597960840343,"Brusdar Graterol",20367,660813
"Seth Halvorsen","COL",12.1,106.37151515151515,125.3035294117647,,122.124,101.06428571428572,,,,,113.77114285714283,111.40447619047619,123.95961904761904,"Seth Halvorsen",33294,678020
"Orion Kerkering","PHI",66,110.70418461538458,100.95542168674696,,,108.45354574211271,,,,,119.65037690380684,107.8330592345473,123.7539594961457,"Orion Kerkering",31776,689147
"Tyler Rogers","SFG",144.1,67.41,111.60380873866445,,,103.62192840258376,,,,,122.00307424380362,108.44792530105921,123.03148257505032,"Tyler Rogers",15541,643511
"Yennier Cano","BAL",132.2,116.69544827586209,102.84029602220166,,,103.17777455716586,,126.72627599243859,,,112.94964975122642,110.22615313216308,122.0386680137186,"Yennier Cano",25911,666974
"Ryan Helsley","STL",103,101.68638743455497,,,,92.98579494799408,87.97465346534653,,,,127.1991456092592,96.99158944479711,121.86913982016983,"Ryan Helsley",18138,664854
"José Alvarado","PHI",103,,101.33406220546652,100.06016438356163,,,86.78666666666668,,,,114.91990948734441,101.00302177068545,121.63852606891496,"Jose Alvarado",17780,621237
"Blair Calvo","COL",1,,162.84,,,69.78,,,,,96.88545454545452,112.08000000000001,121.31454545454545,"Blair Calvo",25416,663971
"Tanner Scott","- - -",150,95.2569389373513,,,,101.10228473383665,,-59.920000000000016,,,123.71265535391511,97.96029359525868,120.54836299256728,"Tanner Scott",17586,656945
"Marc Church","TEX",1,119.14,,,,115.38,,,,,109.95333333333333,117.13466666666666,120.05866666666667,"Marc Church",26353,687847
"Adrian Morejon","SDP",72.2,106.1164754291643,113.164908616188,,69.29432098765432,98.43634576638381,75.956704805492,85.90571428571427,,,120.89424530205632,102.56107336016773,119.70327812411907,"Adrian Morejon",20039,670970
"Mason Montgomery","TBR",9.2,101.60069565217391,,,,91.49023255813954,,,,,122.39506329113925,98.84911392405064,119.64620253164554,"Mason Montgomery",29770,682254
"Jeremiah Estrada","- - -",71.2,105.93177545691904,,,121.30703517587942,117.93119402985074,11.259999999999991,62.25666666666666,,,106.65247916264094,110.82508689210945,118.24314415458934,"Jeremiah Estrada",22210,669093
"Jhoan Duran","MIN",116.2,91.55791666666669,,,107.37063063063063,,90.85805764404286,,,,127.80549532951018,92.83700745208392,118.24294291466724,"Jhoan Duran",21029,661395
"Luis Guerrero","BOS",10,106.75709677419354,,,,99.80263157894738,,127.14545454545456,,,111.79766081871341,107.60081871345028,118.12467836257308,"Luis Guerrero",31184,692285
"Elvin Rodriguez","TBR",3.1,124.44,,,,87.5,113.22,139.1,,,99.40468085106384,115.45106382978723,117.95531914893618,"Elvin Rodriguez",20962,660730
"Clay Holmes","NYY",126,,100.92152798789711,,,96.09658163265304,,,,,122.65846710848496,99.16284128130462,117.84182583580916,"Clay Holmes",13649,605280
"Gregory Santos","- - -",73.2,89.75160326086956,101.24408080808082,,,114.81572839070313,,72.00444444444445,,,110.08985419156538,107.66257463421057,117.73045140754358,"Gregory Santos",21894,666619
"A.J. Puk","- - -",128,105.9453036437247,115.22053333333334,,107.71823529411765,115.2744851483882,,85.6936,,,111.27732777234326,109.80449763993258,117.72842828400888,"A.J. Puk",19343,640462
"Stephen Kolek","SDP",46.2,111.15161904761905,109.63752321981421,115.54727272727271,,97.72211180124225,,120.5210909090909,,,109.21974874371853,109.5810301507538,117.71527638190965,"Stephen Kolek",21487,663568
"Zack Wheeler","PHI",392,110.92635258358663,103.907280625543,96.53375,101.29544642857145,107.34433274204588,95.69963461884598,77.87076923076924,,,113.37672454573318,105.2757714188282,117.66230851273949,"Zack Wheeler",10310,554430
"Aroldis Chapman","- - -",120,102.32790322580645,114.02359743040687,,114.68850241545893,102.67268107453498,,,,,111.15772492417254,106.23736771960073,117.58034817394231,"Aroldis Chapman",10233,547973
"Evan Phillips","LAD",116,106.50617819692673,104.80559585492227,106.28512129493375,,99.93193269168732,,,,,115.19695151824929,103.60426329640023,116.94383450885316,"Evan Phillips",17734,623465
"Drew Rasmussen","TBR",73.1,100.90629032258065,98.42546296296297,99.56590785907859,,103.71040461526471,109.01877551020408,,,,121.02034188196053,100.61961265574053,116.59879170014167,"Drew Rasmussen",25385,656876
"Matt Brash","SEA",70.2,89.49257403189065,111.78102564102566,81.58905660377357,,96.79624020887731,,49.68,73.51823008849557,,123.7702797202798,91.98216783216787,116.05156643356639,"Matt Brash",25756,666374
"Trevor Megill","MIL",81,102.45916299559472,,,,,,,90.30868347338937,,118.49717406070111,98.95395254676173,115.69905711197937,"Trevor Megill",17722,656730
"Kenley Jansen","BOS",99.1,,74.90857142857142,99.49243589743593,,99.46613972161494,,,,,121.76498500804587,97.08616243954586,115.45453466912252,"Kenley Jansen",3096,445276
"Paul Skenes","PIT",133,105.12196642685852,120.67897180762851,,,94.84723032069972,94.07078260869567,107.79736842105261,,,108.49213714285713,110.0664304761905,115.33996952380954,"Paul Skenes",33677,694973
"Shane McClanahan","TBR",115,103.42007863695937,,,,108.25489208633094,102.91741100323623,98.5927659574468,,,112.71516217702036,102.82389224848822,115.30139637163272,"Shane McClanahan",21483,663556
"Yimi García","- - -",105,104.04183050847456,107.92442028985509,,,91.23430408527044,101.84487863492856,91.3556834532374,,,114.20204836752403,101.66921784929829,115.2369132137148,"Yimi Garcia",12095,554340
"José Rodríguez","SEA",3,123.44,144.5,,,92.42,,85.14,,,101.12,115.53125,115.01291666666667,"Jose Rodriguez",17860,642578
"Paul Sewald","- - -",100.1,95.93981424148606,,,,97.71251193911908,,79.85,,,119.40194527093223,98.0497941000444,114.94843453346678,"Paul Sewald",13892,623149
"Josh Hader","- - -",127.1,,105.97130706691684,,,96.84059500905407,,62.389361702127665,,,112.71467185435867,102.87011923975899,114.88414817185031,"Josh Hader",14212,623352
"Justin Martinez","ARI",82.2,87.52785454545456,87.25304511278196,,85.98032679738562,114.16193534002231,,,,,118.89061013463606,92.90852088573068,114.82353932638507,"Justin Martinez",24453,679885
"Sandy Alcantara","MIA",184.2,114.62867012089812,102.21772151898735,,,101.50456721915288,95.421875,103.99266129032259,,,110.0495129151291,105.03641328413288,114.77891512915129,"Sandy Alcantara",18684,645261
"Corbin Burnes","- - -",388,,93.21053304904052,101.92739770867429,,103.68092689158554,99.39775114944473,104.26945347119643,,,110.94016257529675,101.22560779411575,114.64876486261329,"Corbin Burnes",19361,669203
"Kevin Kelly","TBR",137.2,83.0918918918919,105.71671615720523,107.10383419689116,,102.374163208852,,,,,120.95498512993386,104.41838378084249,114.5777539357778,"Kevin Kelly",25679,687330
"Mason Miller","OAK",98.1,94.36016260162599,,78.22208333333333,51.95333333333334,89.37666081939734,,92.91063829787234,,,122.86963568228518,92.17167856892691,114.42859194010366,"Mason Miller",31757,695243
"Justin Sterner","TBR",4,109.24536585365853,,122.51,,-64.11333333333333,,,,,109.8965625,105.264375,114.39125000000001,"Justin Sterner",27694,686993
"Pete Fairbanks","TBR",90.2,84.12308965517241,,,,95.92135521989802,,114.49000000000001,,,126.30272822259496,90.27631023697097,114.28234384877322,"Pete Fairbanks",17998,664126
"Dedniel Núñez","NYM",35,118.07758064516126,102.42,,,90.43801587301587,192.8,118.05499999999999,,,110.64208897485493,104.3413152804642,114.16661508704065,"Dedniel Nunez",23055,673380
"Brandon Woodruff","MIL",67,110.89051401869155,103.84698689956332,,,110.11939393939396,104.69390243902438,102.49853658536585,,,108.29969289827258,107.07057581573895,113.79353166986564,"Brandon Woodruff",16162,605540
"Spencer Strider","ATL",195.2,103.5070490093848,,,,95.40698829770636,77.43999999999998,92.41433476394849,,,116.54350270264314,99.80286593212332,113.72971850602505,"Spencer Strider",27498,675911
"Andrés Machado","WSN",50,90.604298245614,120.87082251082249,,,97.75745098039216,,118.36216981132074,,,103.86952010376137,108.23273670557717,113.56121919584953,"Andres Machado",14681,600921
"Garrett Crochet","CHW",158.2,100.83514285714286,101.7736,102.75997058823529,,99.23827435250705,,101.07763482781026,,,114.62870920423147,101.21434671548617,113.54823923508704,"Garrett Crochet",27463,676979
"Edwin Díaz","NYM",53.2,91.56210526315789,,,,100.001647597254,,,,,114.59342105263163,95.60605263157892,113.50451754385968,"Edwin Diaz",14710,621242
"Jesus Tinoco","- - -",40.2,98.66853658536584,108.46439999999998,164.56,,106.41440499582535,,87.27833333333332,,,109.46398792559047,106.48598516275786,113.3670964775615,"Jesus Tinoco",16300,622786
"Anthony Bender","MIA",53,93.74564102564102,98.06603248259864,,,102.71696428571427,,87.30756756756757,,,117.48951295336781,99.84555440414502,113.26014507772021,"Anthony Bender",19742,669622
"Jason Foley","DET",129,118.15012987012985,105.28600492206728,,,105.40355460385439,,103.01989202030018,,,109.12280364592912,105.33027514870693,113.2572500363938,"Jason Foley",19531,671345
"Tyler Glasnow","- - -",254,101.7929234338747,91.59230769230768,,,106.29813639933401,88.78912596401028,63.512,,,109.07789351346771,100.11463028414985,113.10416076242171,"Tyler Glasnow",14374,607192
"Devin Williams","MIL",80.1,92.8412780656304,,125.40285714285716,,,,102.4336,,,111.16182225508412,98.85838651272135,113.10259280324577,"Devin Williams",15816,642207
"Robert Suarez","SDP",92.2,100.24469107551488,94.52703999999999,94.0175,,88.05199999999999,,97.44883211678832,,,115.18169958382796,98.90895456430646,112.85068861461887,"Robert Suarez",30115,663158
"Gregory Soto","- - -",113.1,83.65380870466741,97.38831962397178,76.14285714285714,,102.0971094876462,,93.1,,,120.39228779022844,96.6570004582154,112.74731021958037,"Gregory Soto",19677,642397
"Tarik Skubal","DET",272.1,106.95033333333333,101.30282191780822,,,100.93307349429388,,100.56329896907216,97.25921182266008,,110.76365005704095,102.71104270595958,112.74468021718468,"Tarik Skubal",22267,669373
"Abner Uribe","MIL",45,100.01945945945947,94.76124223602484,,,101.60046875,,,,,115.17904884318766,97.24580976863754,112.66948586118254,"Abner Uribe",25327,682842
"Brendon Little","TOR",45.2,,91.91037783375313,105.75820512820509,,,,,88.84552036199094,,116.77740259740263,92.49818181818182,112.65038961038961,"Brendon Little",21574,663893
"Caleb Thielbar","MIN",78,103.41955974842767,,,,108.83058543086136,103.23244197751,,,,111.8227445853462,105.02354861642505,112.58841763622209,"Caleb Thielbar",10078,573204
"George Kirby","SEA",381.2,113.67645115620577,110.28294656488552,95.57090909090908,94.11767441860466,116.03551528445793,,114.45568627450982,112.63481481481483,,103.88331733015501,111.71098084674504,112.58345183843696,"George Kirby",25436,669923
"Camilo Doval","SFG",126.2,,99.64028949618982,101.47117723156536,,87.77480091773577,,,,,113.85138441226077,95.13028253008802,112.53397103455647,"Camilo Doval",21992,666808
"Spencer Schwellenbach","ATL",123.2,102.91555555555554,101.46496124031007,110.71305993690854,109.1615702479339,107.65320954907159,109.00189090909092,,,,107.04770212765958,106.7860531914894,112.52041489361697,"Spencer Schwellenbach",31846,680885
"Logan Webb","SFG",420.2,111.49693379790942,100.23013219616205,105.70738095238096,,110.42384638075865,,103.69095937770095,,,108.48424937310261,104.25502625706066,112.42269456253179,"Logan Webb",17995,657277
"Jordan Romano","TOR",72.2,87.63269230769231,211.8,,,112.18599247093981,,,,,108.74822819612727,101.3594332795789,112.39464075437255,"Jordan Romano",16122,605447
"Grayson Rodriguez","BAL",238.2,103.70869066249348,141.54272727272726,94.87302752293577,,102.95934608157978,99.10860213927744,104.59383371824481,,,110.45405547873759,103.13272989061038,112.31790673600428,"Grayson Rodriguez",24492,680570
"Craig Kimbrel","- - -",121.1,99.31378066378068,,,,119.04212765957443,,-10.396000000000006,104.80557275541797,,111.9055113975712,101.24514925015757,112.2731547831838,"Craig Kimbrel",6655,518886
"Chris Martin","BOS",95.2,106.41183222958058,111.80371852666302,113.50233576642339,108.35828220858896,97.4222222222222,,,,,108.39214009109045,109.89020637607203,112.19537975476591,"Chris Martin",11847,455119
"Jhony Brito","- - -",134,99.66574938574938,112.33149206349206,,,90.31278475127847,,113.19261006289308,108.57915151515152,,104.10074753297366,107.16165702563768,112.13743987212376,"Jhony Brito",25386,666745
"Ryan Thompson","- - -",97,110.42225806451611,97.20790593505038,,,94.12935106699753,,126.06,,,118.79880711227447,97.56668850856028,111.99070814688714,"Ryan Thompson",16647,657044
"Tyler Zuber","TBR",3.1,99.83625,,94.99125,,96.87407407407407,,,,,114.4824,97.73626666666667,111.71866666666666,"Tyler Zuber",20379,676604
"Andrew Kittredge","- - -",82.1,131.6698064516129,103.60710084033613,49.24,,115.60747206923145,,,,,100.61062215561905,112.5769864816145,111.5413388220595,"Andrew Kittredge",12828,552640
"Tony Santillan","CIN",33.1,116.23244712990935,,,,99.80609295860916,,127.44800000000001,,,102.4543907964287,109.74986829831653,111.49975288351916,"Tony Santillan",19926,663574
"A.J. Minter","ATL",99,98.41348464619492,,103.86077702702707,,,,95.29540140718022,,,114.79653539764931,99.98262772764423,111.35148009489329,"A.J. Minter",18655,621345
"Dustin May","LAD",48,94.23919191919192,112.87666666666668,112.81743119266054,,,79.89570621468926,84.0490909090909,,,117.23562156215623,97.64149614961498,111.34396039603962,"Dustin May",19716,669160
"Trent Thornton","- - -",103.2,107.26104712041884,98.95605643738976,74.89200000000001,,111.1236342476214,106.27504428341383,113.07785714285714,,,106.56071425639817,107.75525518159239,111.2100686263873,"Trent Thornton",17948,663423
"Julian Merryweather","CHC",87,96.0192270531401,,,,101.83700287542074,,92.53775999999998,,,117.00087484680417,98.6401226080913,111.08601617326018,"Julian Merryweather",16703,657240
"Hunter Harvey","- - -",111.1,105.73185314685315,,,113.81394871794872,89.33363636363639,107.97948387096774,,,,107.25900643137935,105.90531160761864,111.07501503449488,"Hunter Harvey",15507,640451
"Hunter Bigge","- - -",17.1,107.21661016949153,,,,102.30670533001935,120.97561224489796,,,,103.84954074074072,106.56849629629632,111.0195398148148,"Hunter Bigge",26259,685801
"Justin Topa","- - -",71.1,,105.33058976503965,104.53428571428572,,103.17921209677422,,103.42179487179487,,,112.74140196998121,104.50236549285616,110.91098343916882,"Justin Topa",15145,623437
"Yency Almonte","- - -",63.2,92.31503184713375,108.52185897435898,100.64682926829268,,94.589898989899,,80.60551724137929,,,114.33532767074675,97.5696072424051,110.88258711727339,"Yency Almonte",15068,622075
"Brock Stewart","MIN",43.1,96.23349315068494,105.10368421052632,96.26883243771371,,84.27118012422362,,79.569,,,119.30966032276079,93.46740512236399,110.85390762184885,"Brock Stewart",16727,592779
"Blake Treinen","LAD",46.2,113.13780487804877,116.24912698412697,112.07663865546219,,100.2016961130742,,,,,104.83355102040817,108.99205442176874,110.77425850340131,"Blake Treinen",12572,595014
"Alex Vesia","LAD",116,100.23427237354083,,,,95.95297949064684,,94.61797101449275,,,113.71300557285295,98.86183760637697,110.746662514357,"Alex Vesia",25007,681911
"Justin Slaten","BOS",55.1,90.50270042194093,,107.62418300653594,,101.52340000000002,99.63558823529414,,,,108.06471604938271,100.36646913580249,110.72822222222226,"Justin Slaten",25648,686580
"Greg Weissert","- - -",83.1,112.65769470404983,104.59178494623654,64.59217391304347,,102.88149198138889,,80.81910714285713,,,109.52550958061222,103.37575162358027,110.7060517283495,"Greg Weissert",20375,669711
"Spencer Bivens","SFG",48.2,89.09191489361703,102.82720670391062,126.17447368421053,,104.75916105890374,,108.97749999999998,,,103.78739743836672,105.538561248074,110.64372837217515,"Spencer Bivens",30226,702352
"Aaron Nola","PHI",393,98.06330550918197,100.3560551948052,104.71713740458016,,,,104.57170731707316,106.7473543928924,,109.67970120924373,102.6128185445656,110.61344031004909,"Aaron Nola",16149,605400
"Hunter Greene","CIN",262.1,103.29904388714735,,,91.15897196261685,93.7405487740795,99.41166666666663,92.85381818181818,,,112.68913459619002,98.96509667836227,110.48907212509474,"Hunter Greene",22182,668881
"Luis F. Ortiz","PHI",19.2,88.92121212121212,107.88040404040404,,,105.82776119402983,124.68076923076923,105.18117647058823,,,107.20540895367964,106.1783709381559,110.28585051663435,"Luis F. Ortiz",16942,656814
"Aaron Ashby","MIL",28.1,114.43999999999998,104.30854545454544,,,90.51636363636364,106.6720430107527,112.87958762886598,,,108.65441737953702,104.7012599681021,110.19618384804986,"Aaron Ashby",23550,676879
"Chris Roycroft","STL",34.1,100.92911917098444,115.61870503597123,,,94.74592,,,,,109.04529247910862,104.36401114206126,110.18818941504179,"Chris Roycroft",31261,688297
"Danny Coulombe","BAL",81,91.25216503267976,93.54037209302325,96.05026369168357,,88.63975760040671,,86.15222222222222,88.58612244897957,,110.70722652485112,93.45709965283397,110.1418199181656,"Danny Coulombe",13293,543056
"Jared Jones","PIT",121.2,102.90830148619955,,,,107.24386806596702,100.97325842696628,112.70666666666666,,,103.78157949790797,104.89171548117159,110.13030334728035,"Jared Jones",27863,683003
"Vinny Nittoli","- - -",15.2,,117.34400000000002,110.8288,,102.49168949771689,81.89866666666667,70.325,,,104.36633472057073,105.65055291319857,110.09739298454221,"Vinny Nittoli",16754,657697
"Gerrit Cole","NYY",304,105.32198529411765,151.82666666666668,100.93658333333332,,102.48392502756342,,103.27680272108842,108.78506588579796,,107.0610156931741,104.48534435381052,110.06859062645441,"Gerrit Cole",13125,543037
"Carlos Hernández","KCR",100,99.5655879396985,109.58,,97.89586206896551,92.22277777777776,,,94.31937074829932,,113.70873308172247,97.19125004589561,110.00236775336387,"Carlos Hernandez",22713,672578
"Matt Strahm","PHI",150.1,101.08385017421604,104.22892230576441,91.52409448818896,,95.17361075649248,,122.67999999999999,,,114.38679581658538,99.2577167212587,109.88868185876166,"Matt Strahm",13799,621381
"Jimmy Cordero","NYY",32.2,161.94,95.71108635097492,,,118.21172917991102,,55.66857142857144,,,106.54613231219057,101.89961968967796,109.88473613397885,"Jimmy Cordero",15690,622772
"Tommy Milone","SEA",9,119.62983606557377,,,,86.76903225806453,,114.1574647887324,,,96.00444444444445,110.95296296296296,109.85432098765432,"Tommy Milone",7608,543548
"Ben Joyce","LAA",44.2,87.98034567901234,95.94617801047119,,,78.12975609756097,,83.4742857142857,,,124.45648570659488,88.12964037685062,109.74817685060569,"Ben Joyce",31461,690829
"Eury Pérez","MIA",91.1,98.67804878048781,,,,104.56921775898522,95.0988785046729,78.85373333333331,,,110.89994778067887,98.0340861618799,109.73154046997391,"Eury Perez",27768,691587
"Logan Gilbert","SEA",399.1,106.84846830171216,89.39509433962264,107.66436137071649,96.86717520858164,122.6005729439599,114.80983240223463,,99.96612244897958,,98.51532471343242,110.23877330842409,109.71432907954075,"Logan Gilbert",22250,669302
"Michael McGreevy","STL",23,117.65540983606559,117.2537614678899,115.48588235294118,,121.18559322033896,100.20526315789475,128.45793103448275,,,90.93254228870002,118.23759489221733,109.66874692811207,"Michael McGreevy",29869,700241
"Joe Jiménez","ATL",125,103.89348066298344,,,,108.97087754877705,,102.43785714285711,,,105.94645977688606,105.86875154666923,109.53960138059665,"Joe Jimenez",15761,641729
"Alex Cobb","- - -",167.2,60.720000000000006,108.43587967183224,,112.28079851439185,109.27078124999998,,,95.82453089244852,,99.30833063212377,107.8903912895038,109.52795895091617,"Alex Cobb",6562,502171
"Bobby Miller","LAD",180.1,100.88215320910973,103.73749518304432,,,115.64821670428893,102.15520284697509,88.07606870229007,,,108.08149486389651,101.77953601123271,109.49702377243905,"Bobby Miller",27483,676272
"José De León","MIN",17.1,96.07932432432432,,114.13586206896551,,102.66153846153848,,105.02411764705883,,,111.41898363151886,100.81049159823807,109.41017918320738,"Jose De Leon",15463,592254
"Daniel Robert","TEX",5.2,103.87914893617021,60.966666666666676,,,100.19245283018867,,,,,112.67308411214955,99.30859813084112,109.36504672897196,"Daniel Robert",21229,642016
"James McArthur","KCR",80,107.40183908045977,99.34331065759639,59.78,,100.14425992779785,119.2630733944954,,,,101.86676264304168,106.54763605473941,109.08794088424571,"James McArthur",21527,663704
"Joe Ryan","MIN",296.2,112.56679497250589,113.77333333333334,,105.04801003344483,101.35904887330183,,,,,103.56134927046264,108.33101509623383,109.07523187439571,"Joe Ryan",21390,657746
"Keegan Akin","BAL",102.1,101.21432712215322,,,,101.27685215220883,30.25999999999999,103.3131343283582,,,110.01174306005895,101.46974013624033,109.06935167150553,"Keegan Akin",19362,669211
"Tyler Ferguson","OAK",51.1,104.42784810126584,87.78469273743018,89.4376699029126,,106.01360000000001,,85.406,,,113.5270904645477,98.82100244498773,109.0544743276284,"Tyler Ferguson",19481,621053
"Ryan Pressly","HOU",122,100.11621428571428,59.85894736842105,116.01333333333334,,104.11807761616512,93.21703249702087,98.43929648241205,,,107.69230931199748,99.25033422209509,109.03957401249393,"Ryan Pressly",7005,519151
"Matt Bowman","- - -",34.2,119.21999999999998,106.56365957446808,81.25654545454546,107.6728947368421,95.6712883564523,,,,,106.47637135278514,99.1259249492901,109.02405757528474,"Matt Bowman",13528,621199
"Zack Burdi","TBR",4,107.07416666666667,,,,110.95200000000001,,52.96,,,93.7744,108.93786666666668,108.92986666666667,"Zack Burdi",19159,641420
"Ryan Walker","SFG",141.1,-30.613333333333344,104.59470099667776,,,102.90028916987357,6.460000000000008,,,,112.03688853420209,103.17670427288562,108.91369831241207,"Ryan Walker",20423,676254
"Pablo López","MIN",379.1,111.31920248116968,113.36144712430425,,,117.95595002246132,108.84158967305198,115.6203071948262,,,96.14059139271455,113.52825466342995,108.89826724294382,"Pablo Lopez",17085,641154
"Kyle Bradish","BAL",208,104.12664705882356,106.86083435582822,,,110.63015288627085,104.43416429380606,109.83141414141414,,,100.14206753149847,107.03839477579227,108.89728350341785,"Kyle Bradish",24586,680694
"Andrés Muñoz","SEA",108.1,94.00928942807629,78.78589887640447,,,95.62335944888463,,,,,118.22601199120474,91.76721631057391,108.88654914770488,"Andres Munoz",20373,662253
"Julio Urías","LAD",117.1,102.0254261704682,,106.15520467836258,,,101.84602888086643,108.45434482758623,,,107.91951193058573,103.36000000000001,108.75222342733188,"Julio Urias",14765,628711
"David Robertson","- - -",137.1,,94.37666666666665,99.13683109118085,,95.22787925170068,,93.56611111111111,91.56718381112982,,111.159682707004,96.53681449527328,108.74097343320724,"David Robertson",8241,502085
"Wander Suero","- - -",8,70.705,,108.68,,,55.17,112.9922033898305,,,95.1256911308036,107.57946072862227,108.72611982125277,"Wander Suero",15855,593833
"Clayton Beeter","NYY",3.2,103.5794117647059,,,,115.87882352941176,,,,,104.55019607843138,107.67921568627452,108.66627450980391,"Clayton Beeter",27494,690925
"Luis García","- - -",118.2,98.88386392081009,106.24716775599124,42.495999999999995,108.93236947791164,86.66127737615423,,,,,109.06701666147477,99.86297819104993,108.58726300946007,"Luis Garcia",6984,472610
"Sean Guenther","DET",21,113.46499999999999,114.60282608695653,,115.69605263157894,113.45044776119403,,,,,93.660658436214,114.58954732510291,108.51909465020576,"Sean Guenther",20045,674944
"Cole Ragans","- - -",282.1,98.70275399690563,,97.2962477876106,,107.17661418796108,,92.92715053763442,104.65823076923077,,109.68529794946463,98.88395573411074,108.41422416947148,"Cole Ragans",21846,666142
"Bryan Woo","SEA",209,106.06527009222663,104.42605504587156,,,96.21419705241719,,99.51553488372092,,,108.23238234936854,103.14239860252421,108.40246535907883,"Bryan Woo",30279,693433
"Gabe Speier","SEA",78.1,107.06789644012942,100.31963855421684,,,101.42997225448447,,82.61052631578947,,,111.80015556529122,102.24686758676529,108.36073514568334,"Gabe Speier",17170,642100
"Tim Mayza","- - -",96,63.26333333333333,101.18884615384616,,,107.38544328177447,,,,,104.27376744840767,102.59346656930757,108.30759703524069,"Tim Mayza",15042,641835
"Bryce Miller","SEA",311.2,107.4765228320067,105.23501587301591,76.98730158730159,102.44899786780385,98.5398962099971,91.75222222222222,108.17811965811966,115.02508196721311,,104.12231102787659,104.48663721595342,108.23636631089676,"Bryce Miller",29837,682243
"Nicholas Padilla","CHW",4.2,,111.31272727272726,82.34068965517241,,98.116,128.26842105263157,,,,99.6974,102.17339999999999,108.21520000000001,"Nicholas Padilla",21327,656820
"Cristopher Sánchez","PHI",281,,101.99097548774388,78.38,,105.2080003563948,,94.54885423728815,,,107.40633367223509,99.97568180253496,108.19418227596276,"Cristopher Sanchez",20778,650911
"Cade Smith","CLE",75.1,111.30285359801488,,,93.90323651452279,93.56016806722688,,,,,104.04350515463913,105.86637457044668,108.14058419243983,"Cade Smith",27867,671922
"Jose A. Ferrer","WSN",66,107.72892561983471,105.86414285714287,,,53.15778378378379,,91.67142857142856,,,113.260269561227,97.689455628895,108.09502283758151,"Jose A. Ferrer",24017,678606
"Andrew Nardi","MIA",107,103.37453427065026,,,,101.5430127818937,,98.5775,,,106.78705566230957,102.6446957261398,108.02310424486996,"Andrew Nardi",25942,677053
"Brandon Pfaadt","ARI",277.2,109.90452852852852,104.46902564102568,,103.62,109.57603819234274,96.57964178076294,100.32459724950884,,,101.97767050828469,106.99416968076177,107.87798451976057,"Brandon Pfaadt",27782,694297
"Framber Valdez","HOU",374.1,58.9830303030303,105.42020241339044,95.33439999999999,,98.35887448424035,96.19752048612705,95.67031624863685,,,105.80059476964175,100.18418548371935,107.81328425255786,"Framber Valdez",17295,664285
"Josh Winckowski","BOS",160.1,105.28854500891266,103.60263101604279,98.8281590909091,,93.87480166393031,,102.7197510373444,,,106.72928686830195,100.41428528612117,107.79628534894786,"Josh Winckowski",22387,670174
"Anthony Banda","- - -",56.2,97.07018970189704,106.75413612565445,51.48,,97.22759493670884,,104.53792592592595,,,105.84539831142555,102.3854631333595,107.77864371983203,"Anthony Banda",14706,607455
"Grant Anderson","TEX",62.1,96.6957805907173,112.92480565371028,,,105.49431825814457,,79.49850746268656,,,104.24609657379118,104.04389442698827,107.7582229122905,"Grant Anderson",20546,681982
"Miguel Castro","ARI",78.1,,104.81985018726593,,,106.84327850750934,,103.51693877551018,,,101.53864206985139,105.48543839425935,107.72697669827731,"Miguel Castro",15684,612434
"Bruce Zimmermann","BAL",13.1,85.15999999999998,115.30266666666667,,,128.02894117647057,119.99571428571429,99.99680000000001,,,88.40799999999999,114.30130232558139,107.71897674418607,"Bruce Zimmermann",20370,669145
"Ryan Borucki","PIT",51.1,,99.72759867986802,,,106.9453110767715,,100.54320987654323,,,101.0043819054087,104.70004772680691,107.70674041819859,"Ryan Borucki",16350,621366
"Sean Hjelle","SFG",109.2,210.35333333333332,105.43968017057568,85.20031250000001,,,,75.91777777777777,99.88660406885757,,107.63334597979942,101.89112935355804,107.67204069072874,"Sean Hjelle",21481,663546
"Emilio Pagán","- - -",107.1,104.16991341991341,,104.85666666666667,98.6076363636364,,96.49111111111112,,,,107.6152871909332,103.50243830473495,107.61797840569109,"Emilio Pagan",14771,641941
